projectID,scientificAbbreviation,locality,decimalLatitude,decimalLongitude,depthOfColonyinMetersCorrected,EcoPlotID_full
ECT1,Ahya,Mackay,-16.0382103,145.652194,-0.5,Ahya_292
ECT1,Ahya,Mackay,-16.0385071,145.6528322,-0.5,Ahya_299
ECT1,Ahya,Mackay,-16.03854071,145.6527676,-0.5,Ahya_300
ECT1,Ahya,Chicken,-18.67004734,147.7065373,-0.5,Ahya_315
ECT1,Ahya,Chicken,-18.67007819,147.7064511,-0.5,Ahya_316
ECT1,Aspat,North_Direction,-14.74304,145.5129,-0.5,Aspat_500
ECT1,Aspat,North_Direction,-14.743039,145.512869,-0.5,Aspat_503
ECT1,Aspat,North_Direction,-14.743032,145.51283,-0.5,Aspat_508
ECT1,Aspat,Mackay,-16.03871,145.651384,-0.5,Aspat_656
ECT1,Aspat,Mackay,-16.038726,145.651299,-0.5,Aspat_661
ECT1,Aspat,Mackay,-16.038773,145.65127,-0.5,Aspat_675
ECT1,Aspat,Mackay,-16.038773,145.65131,-0.5,Aspat_677
ECT1,Aspat,Mackay,-16.038784,145.651278,-0.5,Aspat_678
ECT1,Aspat,Mackay,-16.038811,145.651235,-0.5,Aspat_679
ECT1,Aspat,Mackay,-16.038828,145.651238,-0.5,Aspat_680
ECT1,Aspat,Mackay,-16.038856,145.65124,-0.5,Aspat_683
ECT1,Aspat,Mackay,-16.038867,145.651216,-0.5,Aspat_685
ECT1,Aspat,St_Crispin,-16.075025,145.844333,-0.5,Aspat_714
ECT1,Aspat,St_Crispin,-16.075047,145.844359,-0.5,Aspat_715
ECT1,Aspat,St_Crispin,-16.075125,145.844392,-0.5,Aspat_722
ECT1,Aspat,St_Crispin,-16.075131,145.844398,-0.5,Aspat_723
ECT1,Aspat,St_Crispin,-16.075197,145.844442,-0.5,Aspat_725
ECT1,Aspat,St_Crispin,-16.07523,145.844479,-0.5,Aspat_729
ECT1,Aspat,St_Crispin,-16.075257,145.84445,-0.5,Aspat_732
ECT1,Aspat,St_Crispin,-16.075277,145.844403,-0.5,Aspat_734
ECT1,Aspat,St_Crispin,-16.075242,145.844347,-0.5,Aspat_737
ECT1,Aspat,St_Crispin,-16.075355,145.844308,-0.5,Aspat_750
ECT1,Aspat,Lady_Musgrave,-23.9083101,152.3865646,-0.5,Aspat_1624
ECT1,Aspat,Lady_Musgrave,-23.90845218,152.386493,-0.5,Aspat_1650
ECT1,Aspat,Lady_Musgrave,-23.90848931,152.3865544,-0.5,Aspat_1651
ECT1,Aspat,Lady_Musgrave,-23.90852552,152.3866161,-0.5,Aspat_1652
ECT1,Aspat,Lady_Musgrave,-23.90853968,152.3866672,-0.5,Aspat_1654
ECT1,Aspat,Heron,-23.43907163,151.9822522,-0.5,Aspat_1732
ECT1,Aspat,Heron,-23.43905579,151.982217,-0.5,Aspat_1734
ECT1,Aspat,Heron,-23.44011527,151.9805075,-0.5,Aspat_1767
ECT1,Aspat,Heron,-23.44005592,151.9802674,-0.5,Aspat_1775
ECT1,Aken,Mackay,-16.03901823,145.6511206,-0.5,Aken_1158
ECT1,Aken,Mackay,-16.03913574,145.6511559,-0.5,Aken_1167
ECT1,Aken,North_Direction,-14.74304968,145.5128437,-0.5,Aken_1421
ECT1,Aken,North_Direction,-14.74303837,145.512756,-0.5,Aken_1422
ECT1,Aken,Orpheus,-18.56862548,146.4902958,-0.5,Aken_11_Orpheus
ECT1,Ahya,Sykes,-23.4554782,152.0317544,-0.4,Ahya_123a
ECT1,Ahya,North_Direction,-14.74217537,145.5116169,-0.4,Ahya_80b
ECT1,Ahya,North_Direction,-14.74222289,145.5113193,-0.4,Ahya_95b
ECT1,Ahya,St_Crispin,-16.07383749,145.8432769,-0.4,Ahya_182
ECT1,Ahya,St_Crispin,-16.07579945,145.8423555,-0.4,Ahya_255
ECT1,Ahya,Mackay,-16.03828113,145.6516184,-0.4,Ahya_270
ECT1,Ahya,Mackay,-16.03817233,145.6517735,-0.4,Ahya_274
ECT1,Ahya,Mackay,-16.03818507,145.6518647,-0.4,Ahya_277
ECT1,Ahya,Mackay,-16.03833578,145.6524616,-0.4,Ahya_297
ECT1,Ahya,Chicken,-18.67010317,147.7066174,-0.4,Ahya_314
ECT1,Ahya,Davies,-18.82576995,147.6264861,-0.4,Ahya_331
ECT1,Aspat,North_Direction,-14.743066,145.513041,-0.4,Aspat_487
ECT1,Aspat,North_Direction,-14.743023,145.513008,-0.4,Aspat_490
ECT1,Aspat,North_Direction,-14.743104,145.512806,-0.4,Aspat_515
ECT1,Ahya,Mackay,-16.03839244,145.6514789,-0.4,Ahya_788
ECT1,Aspat,Mackay,-16.038669,145.651398,-0.4,Aspat_654
ECT1,Aspat,Mackay,-16.038696,145.651379,-0.4,Aspat_655
ECT1,Aspat,Mackay,-16.038776,145.651205,-0.4,Aspat_672
ECT1,Aspat,Mackay,-16.03877,145.651254,-0.4,Aspat_676
ECT1,Aspat,Mackay,-16.038837,145.651247,-0.4,Aspat_681
ECT1,Aspat,St_Crispin,-16.075046,145.844377,-0.4,Aspat_716
ECT1,Aspat,St_Crispin,-16.07511,145.844413,-0.4,Aspat_721
ECT1,Aspat,St_Crispin,-16.075139,145.844392,-0.4,Aspat_724
ECT1,Aspat,St_Crispin,-16.075214,145.844475,-0.4,Aspat_728
ECT1,Aspat,St_Crispin,-16.07523,145.844334,-0.4,Aspat_738
ECT1,Aspat,St_Crispin,-16.075254,145.844307,-0.4,Aspat_739
ECT1,Aspat,Chicken,-18.669474,147.706875,-0.4,Aspat_1515
ECT1,Aspat,Chicken,-18.669426,147.706876,-0.4,Aspat_1516
ECT1,Aspat,Chicken,-18.669281,147.706613,-0.4,Aspat_1522
ECT1,Aspat,Chicken,-18.669263,147.706531,-0.4,Aspat_1524
ECT1,Aspat,Chicken,-18.669277,147.706265,-0.4,Aspat_1527
ECT1,Aspat,Lady_Musgrave,-23.90860246,152.3867034,-0.4,Aspat_1626
ECT1,Aspat,Lady_Musgrave,-23.90872367,152.386629,-0.4,Aspat_1627
ECT1,Aspat,Lady_Musgrave,-23.90881679,152.386503,-0.4,Aspat_1628
ECT1,Aspat,Lady_Musgrave,-23.90892844,152.3864628,-0.4,Aspat_1629
ECT1,Aspat,Lady_Musgrave,-23.90908836,152.386376,-0.4,Aspat_1630
ECT1,Aspat,Lady_Musgrave,-23.90915475,152.3863735,-0.4,Aspat_1631
ECT1,Aspat,Lady_Musgrave,-23.90931292,152.3862838,-0.4,Aspat_1632
ECT1,Aspat,Lady_Musgrave,-23.90933219,152.3862881,-0.4,Aspat_1633
ECT1,Aspat,Lady_Musgrave,-23.90854991,152.3866916,-0.4,Aspat_1653
ECT1,Aspat,Heron,-23.43908429,151.9822389,-0.4,Aspat_1733
ECT1,Aspat,Heron,-23.4390055,151.9820785,-0.4,Aspat_1735
ECT1,Aspat,Heron,-23.43984369,151.9830175,-0.4,Aspat_1748
ECT1,Aken,Mackay,-16.03924437,145.6509522,-0.4,Aken_1117
ECT1,Aken,Mackay,-16.03860232,145.6514855,-0.4,Aken_1131
ECT1,Aken,Mackay,-16.03880625,145.6511914,-0.4,Aken_1152
ECT1,Aken,Mackay,-16.03891253,145.6511143,-0.4,Aken_1155
ECT1,Aken,Mackay,-16.03906198,145.6510997,-0.4,Aken_1159
ECT1,Aken,Mackay,-16.03910021,145.6510471,-0.4,Aken_1160
ECT1,Aken,Mackay,-16.03916944,145.6510051,-0.4,Aken_1161
ECT1,Aken,Mackay,-16.03918126,145.6510126,-0.4,Aken_1162
ECT1,Aken,Mackay,-16.03918905,145.6510447,-0.4,Aken_1163
ECT1,Aken,Mackay,-16.03914237,145.651096,-0.4,Aken_1168
ECT1,Aken,Mackay,-16.03916517,145.6510868,-0.4,Aken_1170
ECT1,Aken,Mackay,-16.03922241,145.6509547,-0.4,Aken_1172
ECT1,Aken,Mackay,-16.0392427,145.6509493,-0.4,Aken_1173
ECT1,Aken,Mackay,-16.03914882,145.6509854,-0.4,Aken_1176
ECT1,Aken,Mackay,-16.03912083,145.6509816,-0.4,Aken_1177
ECT1,Aken,North_Direction,-14.74246077,145.5121414,-0.4,Aken_1437
ECT1,Ahya,North_Direction,-14.74225734,145.5116133,-0.3,Ahya_85
ECT1,Ahya,North_Direction,-14.74229506,145.5115744,-0.3,Ahya_86
ECT1,Ahya,No_Name,-14.65098387,145.6383354,-0.3,Ahya_129b
ECT1,Ahya,St_Crispin,-16.0734935,145.8430163,-0.3,Ahya_161b
ECT1,Ahya,St_Crispin,-16.07349828,145.8430294,-0.3,Ahya_162
ECT1,Ahya,St_Crispin,-16.07315353,145.8430248,-0.3,Ahya_171
ECT1,Ahya,St_Crispin,-16.07310374,145.843032,-0.3,Ahya_172
ECT1,Ahya,St_Crispin,-16.07381587,145.8434483,-0.3,Ahya_184
ECT1,Ahya,St_Crispin,-16.07385367,145.8435996,-0.3,Ahya_186
ECT1,Ahya,St_Crispin,-16.07382576,145.8436393,-0.3,Ahya_187
ECT1,Ahya,St_Crispin,-16.0729762,145.8439944,-0.3,Ahya_253
ECT1,Ahya,St_Crispin,-16.0729821,145.8441059,-0.3,Ahya_254
ECT1,Ahya,St_Crispin,-16.07348596,145.8428662,-0.3,Ahya_256
ECT1,Ahya,St_Crispin,-16.07300442,145.8431185,-0.3,Ahya_258
ECT1,Ahya,St_Crispin,-16.073932,145.8440081,-0.3,Ahya_264
ECT1,Ahya,Mackay,-16.03821063,145.6518355,-0.3,Ahya_275
ECT1,Ahya,Mackay,-16.03816143,145.6518095,-0.3,Ahya_276
ECT1,Ahya,Mackay,-16.03826235,145.6519396,-0.3,Ahya_281
ECT1,Ahya,Mackay,-16.0383491,145.6520631,-0.3,Ahya_284
ECT1,Ahya,Chicken,-18.66999999,147.7067157,-0.3,Ahya_311
ECT1,Ahya,Chicken,-18.67000443,147.706693,-0.3,Ahya_312
ECT1,Ahya,Chicken,-18.67018204,147.7063997,-0.3,Ahya_318
ECT1,Ahya,Chicken,-18.66980813,147.7061156,-0.3,Ahya_329
ECT1,Ahya,Chicken,-18.66981802,147.7061793,-0.3,Ahya_330
ECT1,Ahya,Davies,-18.8254314,147.6267185,-0.3,Ahya_348
ECT1,Ahya,Davies,-18.82540433,147.6267076,-0.3,Ahya_349
ECT1,Aspat,North_Direction,-14.743032,145.513015,-0.3,Aspat_489
ECT1,Aspat,North_Direction,-14.743038,145.512998,-0.3,Aspat_491
ECT1,Aspat,North_Direction,-14.743054,145.512918,-0.3,Aspat_496
ECT1,Aspat,North_Direction,-14.74305,145.512921,-0.3,Aspat_497
ECT1,Aspat,North_Direction,-14.743048,145.51292,-0.3,Aspat_498
ECT1,Aspat,North_Direction,-14.743068,145.512805,-0.3,Aspat_509
ECT1,Aspat,North_Direction,-14.743065,145.512805,-0.3,Aspat_510
ECT1,Ahya,Mackay,-16.0382973,145.6515919,-0.3,Ahya_790
ECT1,Aspat,Mackay,-16.038723,145.651377,-0.3,Aspat_657
ECT1,Aspat,Mackay,-16.038737,145.651368,-0.3,Aspat_658
ECT1,Aspat,Mackay,-16.038732,145.651283,-0.3,Aspat_667
ECT1,Aspat,Mackay,-16.038794,145.651201,-0.3,Aspat_673
ECT1,Aspat,Mackay,-16.038782,145.651236,-0.3,Aspat_674
ECT1,Aspat,Mackay,-16.03868,145.651315,-0.3,Aspat_698
ECT1,Aspat,Mackay,-16.03883,145.651114,-0.3,Aspat_705
